Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
IT Service Specialist - Help Desk,Wadi Degla Group,"Maadi, Cairo, Egypt ",Posted 14 days ago,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,MSCA | MCSE | CCNA | Software Development | Software | Information Technology (IT) | Software Engineering | Computer Hardware | Computer Science | Computer Maintenance | Help Desk | Installation | Computer | Hardware | Information Technology | Information technology,https://wuzzuf.net/jobs/p/nEdD4LzCs57B-IT-Service-Specialist---Help-Desk-Wadi-Degla-Group-Cairo-Egypt?o=677&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Wadi-Degla-Group-Egypt-14583
Urban Planning Engineer,Confidential Company,"Dokki, Giza, Egypt ",Posted 14 days ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture,Engineering | Project Management | Urban Planning | Civil Engineering | Communication | Communication skills | Database | Design | Microsoft | Planning | Software | plans,https://wuzzuf.net/jobs/p/W49n7HBFxOrj-Urban-Planning-Engineer-Giza-Egypt?o=678&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Senior IT Network Engineer,Wadi Degla Group,"Maadi, Cairo, Egypt ",Posted 14 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Communication Engineering | Engineering | Software Development | Computer Science | Software Engineering | Software | Maintenance | Networks | Networking | Information Technology (IT) | CCNA | CCNP | Network | Security | Communications Engineering,https://wuzzuf.net/jobs/p/3DquaQZf4yi3-Senior-IT-Network-Engineer-Wadi-Degla-Group-Cairo-Egypt?o=679&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Wadi-Degla-Group-Egypt-14583
Interior Designer,delecor,"New Cairo, Cairo, Egypt ",Posted 14 days ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Creative/Design/Art,Interior Design | Architecture | Design | vray | Corona | AutoCAD | Software | Max | 3DMAX,https://wuzzuf.net/jobs/p/jHOlX4E16Iqa-Interior-Designer-delecor-Cairo-Egypt?o=680&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/delecor-Egypt-37514
Junior Odoo Developer,Peerless,"Mohandessin, Giza, Egypt ",Posted 14 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Odoo | PostgreSQL | jQuery | JavaScript | XML | HTML | Odoo Development | odoo migration | odoo integrataion | odoo Module customization | odoo programing | Python | python development | Programming | Software Development | Software Engineering,https://wuzzuf.net/jobs/p/Bp1db8EU4O3k-Junior-Odoo-Developer-Peerless-Giza-Egypt?o=681&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Peerless-Egypt-32493
Accountant,Progoodness Foods,"6th of October, Giza, Egypt ",Posted 14 days ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | QuickBooks | Financial Management | Finance | Financial Analysis | FMCG | Accounting Software,https://wuzzuf.net/jobs/p/ZmFBZmWEX2J4-Accountant-Progoodness-Foods-Giza-Egypt?o=682&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Progoodness-Foods-Egypt-49696
Software Developer,Off-Beat,"Heliopolis, Cairo, Egypt ",Posted 2 months ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"5000 to 7000 EGP Per Month, Bonuses",IT/Software Development | Engineering - Telecom/Technology,Software Development | C# | Information Technology (IT) | Communication skills | Software Engineering | Communication | Computer Science | Telecom Engineering,https://wuzzuf.net/jobs/p/BDHWesLy1vHT-Software-Developer-Off-Beat-Cairo-Egypt?o=683&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Wagih-El-Gezery-Egypt-64677
Senior Design Engineer - Structural Steel,Saudi-firmness,"Katameya, Cairo, Egypt ",Posted 15 days ago,8 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | Engineering - Mechanical/Electrical,Engineering | Design | Structural Steel | STAAD.Pro | Information Technology (IT) | Computer Science | Software Development | Quality Assurance | Software | Construction,https://wuzzuf.net/jobs/p/lJ3qwDwC0xrB-Senior-Design-Engineer---Structural-Steel-Saudi-firmness-Cairo-Egypt?o=684&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/audi-firmness-Egypt-73311
Senior .NET Developer,Confidential Company,"Al Ahsa, Saudi Arabia ",Posted 14 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,2000 to 10000 SAR Per Month,IT/Software Development | Engineering - Telecom/Technology,.net Developer | .Net | NET | senior | Software Development | developer | Computer Science | ASP.Net | CSS3 | Agile | HTML5 | Information Technology (IT) | REST | MVC | Software Engineering | SQL,https://wuzzuf.net/jobs/p/sc5vEfnaRdc8-Senior-NET-Developer-Al-Ahsa-Saudi-Arabia?o=685&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Full Stack .NET Developer,Luftborn,"Heliopolis, Cairo, Egypt ",Posted 14 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,.Net | Full Stack Development | APIs | OOP | Angular | Azure | JavaScript | CSS | HTML | Information Technology (IT) | Software Development | Full Stack | Telecom Engineering | Computer Science | Design | English | Docker,https://wuzzuf.net/jobs/p/b6DVHQBalcW2-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=686&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/The-New-Firm-Egypt-56206
Back-End Lead (Node js + React),Aevapay,"Cairo, Egypt ",Posted 14 days ago,More than 8 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Operations/Management | Engineering - Telecom/Technology,Software | Information Technology (IT) | Computer Science | Software Development | Software Engineering | Engineering | AWS | Laravel | Git | SQL | Design | Jenkins | Back End | Computer Engineering | Kubernetes | Dockers | Maven | Gradle | JSON | REST | Cyber Security | Testing | Design Patterns | DevOps | Webservices | Node.js | backend,https://wuzzuf.net/jobs/p/Z8QnnCEE8iTC-Back-End-Lead-Node-js-React-Aevapay-Cairo-Egypt?o=687&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/CreditGO-Egypt-55511
Backend Developer,Profolio Consulting,"Seattle, United States ",Posted 14 days ago,More than 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development | Engineering - Telecom/Technology,C# | Java | Python | C++ | Software Engineering | Software Development | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/OKERIXIyBVuk-Backend-Developer-Profolio-Consulting-Seattle-United-States?o=688&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Profolio-Consulting-Egypt-127
Front End Developer,Profolio Consulting,"Seattle, United States ",Posted 14 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,C# | JavaScript | React.js | Typescript | UX | UX Design | Information Technology (IT) | ReactJS | Software Development | Computer Science,https://wuzzuf.net/jobs/p/qzUPdCyBbaH5-Front-End-Developer-Profolio-Consulting-Seattle-United-States?o=689&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Profolio-Consulting-Egypt-127
IT Development/Application/Network/Technical Support Section Head,Confidential Company,"Cairo, Egypt ",Posted 14 days ago,More than 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Hardware | Computer Maintenance | Information Technology (IT) | Software | SAP | Computer Science,https://wuzzuf.net/jobs/p/EOyy1lZlk8JB-IT-DevelopmentApplicationNetworkTechnical-Support-Section-Head-Cairo-Egypt?o=690&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
.Net Developer,Egabi FSI,"Sheraton, Cairo, Egypt ",Posted 15 days ago,3 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | ASP.NET | MS SQL | MS SQL Server | javaScript | C# | .NET | SQL | Entity Framework | Web Services | ASP | Framework | Software Development | ADO.NET | OOP | MVC | Computer Engineering | jQuery,https://wuzzuf.net/jobs/p/0dGZG7sRss68-Net-Developer-Egabi-FSI-Cairo-Egypt?o=691&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056
Business Development Engineer,Promech Engineering,"Maadi, Cairo, Egypt ",Posted 10 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus for sales",Business Development | Engineering - Mechanical/Electrical,Business Development | Development | Software Development | Sales | Computer Science,https://wuzzuf.net/jobs/p/ZGtd7OrtSd3t-Business-Development-Engineer-Promech-Engineering-Cairo-Egypt?o=692&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Promech-Engineering-Egypt-21525
Cloud Engineer (Immediately),Dafa,"Haram, Giza, Egypt ",Posted 15 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,AWS | Cloud | Computer Science | Design | Engineering | Information Technology (IT) | IT | Maintenance | Repair | Security | Software | Software Development | Education,https://wuzzuf.net/jobs/p/MhhW4DfcHbpZ-Cloud-Engineer-Immediately-Dafa-Giza-Egypt?o=693&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Tarseya-Egypt-76749
Senior Technical Consulting Specialist (ITSM & ITOM Solutions) (Riyadh),Alnafitha,"Riyadh, Saudi Arabia ",Posted 18 days ago,5 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Hardware | #ITSM | #ITOM | #ISO20000 | #Managengin | CCNA | #ITIL | #UNIX | #Linux | #VMware | #MYSQL | #Riyadhjobs | Information Technology (IT) | Microsoft | Networking | technical | Software,https://wuzzuf.net/jobs/p/yyYuDau53Qss-Senior-Technical-Consulting-Specialist-ITSM-ITOM-Solutions-Riyadh-Alnafitha-Riyadh-Saudi-Arabia?o=694&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
Cloud Data Platform Developer,Sceel.io,"Maadi, Cairo, Egypt ",Posted 19 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Big Data | Computer Engineering | Computer Science | Data | Information Technology (IT) | Infrastructure | Agile | AWS | CSS | HTML | JavaScript | Programming | Software | Software Development,https://wuzzuf.net/jobs/p/ErqzeNBjMauh-Cloud-Data-Platform-Developer-Sceel-io-Cairo-Egypt?o=695&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/sceel-Egypt-73908
Java Developer,Egabi FSI,"Sheraton, Cairo, Egypt ",Posted 15 days ago,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Java | Software Development | ITI | SQL | OOP | Design | REST | SOAP | Spring | Web Development | Oracle PLSQL | Spring Boot | Oracle,https://wuzzuf.net/jobs/p/xORmGwEts4Mm-Java-Developer-Egabi-FSI-Cairo-Egypt?o=696&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056
Product Owner,Troylab,"Cairo, Egypt ",Posted 19 days ago,More than 3 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Agile | Analysis | Business Analysis | Software Development | JIRA | Software | technical | Information Technology (IT) | English,https://wuzzuf.net/jobs/p/a9jbeADzaRBA-Product-Owner-Troylab-Cairo-Egypt?o=697&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Troylab-Egypt-74778
.Net Developer,National Technology,"Nasr City, Cairo, Egypt ",Posted 15 days ago,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Family Medical Insurance",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,.Net | ASP.Net | Computer Engineering | Computer Science | CSS | HTML | Information Technology (IT) | JavaScript | jQuery | MVC | Software Development | SQL | Telecom Engineering,https://wuzzuf.net/jobs/p/qXvHJAOvlUFq-Net-Developer-National-Technology-Cairo-Egypt?o=698&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/National-Technology-Egypt-5626
Android Development Engineer,Confidential Company,"New Cairo, Cairo, Egypt ",Posted 15 days ago,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Programming | Software Development | Computer Science | Linux | Agile | Android | Git | Java | Software Engineering | Kotlin | Firebase | Information Technology (IT) | RESTful APIs | REST | APIs | RESTful,https://wuzzuf.net/jobs/p/u4ori7bXHw9m-Android-Development-Engineer-Cairo-Egypt?o=699&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
IOS Development Engineer,Confidential Company,"New Cairo, Cairo, Egypt ",Posted 15 days ago,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Programming | Software Development | Computer Science | Agile | Git | Software Engineering | Firebase | Information Technology (IT) | RESTful APIs | REST | APIs | RESTful | iOS | iOS Development | Swift | SwiftUI | C | C++ | Objective-C | CocaPods | Apple | MacOS | Linux,https://wuzzuf.net/jobs/p/shfx8QRoQvr4-IOS-Development-Engineer-Cairo-Egypt?o=700&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Technical Support Engineer,Pan Marine Group,"Alexandria, Egypt ",Posted 15 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Engineering | Telecom | Information Technology (IT) | Computer Science | CCNA | MCSA 2012 | A+ | Networking | Technical Support | Maintenance | Computer Maintenance | Installation | Software | Computer Hardware | Troubleshooting,https://wuzzuf.net/jobs/p/Svrlvc8zxwVw-Technical-Support-Engineer-Pan-Marine-Group-Alexandria-Egypt?o=701&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Pan-Marine-Group-Egypt-14938
Senior Devops Engineer,"Izam, inc.","Mohandessin, Giza, Egypt ",Posted 15 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,1500 to 3000 USD Per Month,IT/Software Development | Engineering - Telecom/Technology,DevOps | Engineering | Information Technology (IT) | Linux | Database | MySQL | Configuration | Cloud | Software Development,https://wuzzuf.net/jobs/p/68bUtgzel75e-Senior-Devops-Engineer-Izam-inc-Giza-Egypt?o=702&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Izam--inc--Egypt-39467
Full Stack .NET Developer (Net Core- Angular),Interact Technology Solutions,"Maadi, Cairo, Egypt ",Posted 15 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | ASP.Net | Software Development | HTML | jQuery | .Net | C# | AJAX | JavaScript | Computer Science | JSON | MVC | Angular | Computer Engineering | Web API,https://wuzzuf.net/jobs/p/m8pPUWLfAYKU-Full-Stack-NET-Developer-Net-Core--Angular-Interact-Technology-Solutions-Cairo-Egypt?o=703&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Interact-Technology-Solutions-Egypt-7185
React Developer For Digital Advertising-Giza,Fekra Technology Solutions and Construction,"Dokki, Giza, Egypt ",Posted 15 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,React | Typescript | Software Development | Software Engineering | English | Advertising,https://wuzzuf.net/jobs/p/oeVOQvPpLJa4-React-Developer-For-Digital-Advertising-Giza-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=704&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fekra-Egypt-58894
IT Engineer,COLAS RAIL Egypt,"Cairo, Egypt ",Posted 15 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Month 13th, Family Medical Insurance, Social Insurance, Life Insurance, Transportation Allowance, Meal Allowance, Annual Leaves",IT/Software Development | Engineering - Telecom/Technology,Computer Science | Engineering | Information Technology (IT) | IT | IT Engineer | English | Installation | Microsoft Office | Software Development,https://wuzzuf.net/jobs/p/wKWY7pu11oBi-IT-Engineer-COLAS-RAIL-Egypt-Cairo-Egypt?o=705&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734
Human Resources Generalist,FlairsTech,"Maadi, Cairo, Egypt ",Posted 15 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Human Resources,OD | Human Resources (HR) | Recruitment | Software | English,https://wuzzuf.net/jobs/p/VkM9udZY5oK6-Human-Resources-Generalist-FlairsTech-Cairo-Egypt?o=706&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Flairstech-Egypt-1631
